kærleiki	c_h ai r l ei c I
did	t I: t
stuðmenn	s t Y D m E n
breakfast	p r E k f a s t
pressuballið	p_h r E s Y p a l I D
formleg	f O r m l E G
ratar	r a: t a r
hrekkur	r_0 E h k Y r
ólögmætu	ou: l 9 G m ai t Y
dogs	t O k s
kjólnum	c_h ou l n Y m
viðstödd	v I D s t 9 t
nígerski	n i: k E r_0 s c I
hratt	r_0 a h t
forstöðumann	f O r_0 s t 9 D Y m a n
útbúið	u: t p u I D
kaflinn	k_h a p l I n
nordhorn	n O r t h O r n
varnarmál	v a r t n a r m au l
stjórnsýslulaga	s t j ou r t n_0 s i s t l Y l a G a
bændurnir	p ai n t Y r t n I r
tauminn	t_h 9i: m I n
muntu	m Y n_0 t Y
málstað	m au l s t a D
mánuðurinn	m au: n Y D Y r I n
fullmikið	f Y t l m I c I D
skólafulltrúinn	s k ou: l a f Y t l_0 t_h r u I n
minningu	m I n i N k Y
kaka	k_h a: k a
borðtennissambandsins	p O r D t_h E n I s a m p a n t s I n s
running	r 9 n i N
heaven	h E v E n
viðhalda	v I T h a l t a
hópar	h ou: p a r
heildsala	h ei l t s a l a
ísskáp	i s k au p
spil	s p I: l
hvarf	k_h v a r f
gell	c E t l_0
kvenréttindadeginum	k_h v E n r j E h t I n t a t ei j I n Y m
einhverju	ei N_0 k v E r j Y
skólastarfinu	s k ou: l a s t a r v I n Y
keyptu	c_h ei f t Y
ártal	au r_0 t_h a l
meðvitaður	m E D v I t a D Y r
sádi	s au: t I
dellu	t E t l Y
stjórnarflokkunum	s t j ou r t n a r_0 f l O h k O n Y m
mollum	m O t l Y m
hólmgeirsson	h ou l m c ei r_0 s O n
grannvaxin	k r a n v a k s I n
fyrradagur	f I r a t a G Y r
bands	p a n t s
atvinnurekendur	a: t v I n Y r E k E n t Y r
bílinn	p i: l I n
félagsheimilið	f j E: l a x s h ei m I l I D
peningana	p_h E: n i N k a n a
recently	r i s E n_0 t l i
uppsögnum	Y h p s 9 k n Y m
gyða	c I: D a
nýfæddu	n i: f ai t Y
veiðarfærum	v ei: D a r_0 f ai r Y m
vincent	v I n s E n_0 t
bollalagðar	p O t l a l a G D a r
bresta	p r E s t a
almannafé	a l m a n a f j E
pistons	p_h I s t O n s
fylgdi	f I l t I
mainz	m ai n s
mbappe	E m p a h p E
virka	v I r_0 k a
drífu	t r i: v Y
stalín	s t a: l i n
problem	p_h r O p l E m
arðræninginn	a r D r ai n i J c I n
fjallagrös	f j a t l a k r 9 s
sögulega	s 9: G Y l E G a
framtakið	f r a m t_h a c I D
þekktirðu	T E x t I r D Y
arnesi	au r n E s I
tolleringuna	t_h O l E r i N k Y n a
langloka	l au N k l O k a
journalist	t j 9 r n a l I s t
guðjohnsen	k v Y D j O n s E n
jeppar	j E h p a r
lært	l ai r_0 t
þeistareykjum	T ei s t a r ei c Y m
norðaustanátt	n O r D 9i s t a n au h t
kúluvarpi	k_h u: l Y v a r_0 p I
meðmæli	m E D m ai l I
sjónskertur	s j ou n s c E r_0 t Y r
egilssyni	ei j I l s I n I
gellu	c E t l Y
ramos	r a: m O s
hauksdóttur	h 9i k s t ou h t Y r
dúllna	t u l n a
launþegar	l 9i n T E G a r
systkinahópi	s I s c I n a h ou p I
glódís	k l ou: t i s
akureyrarkirkja	a: k Y r ei r a r c_h I r_0 c a
varnarinnar	v a r t n a r I n a r
depill	t E: p I t l_0
geymum	c ei: m Y m
umræðna	Y m r ai D n a
verðbréfum	v E r D p r j E v Y m
júlluna	j u l Y n a
snjógallanna	s t n j ou: k a l a n a
eldspýtum	E l t s p i t Y m
fréttavefur	f r j E h t a v E v Y r
ni	n i:
interesting	I n_0 t r E s t i N
slappan	s t l a h p a n
pollrólegra	p_h O t l r ou l E G r a
dollað	t O t l a D
heilmargt	h ei l m a r_0 t
bræðslu	p r ai D s t l Y
tvígang	t_h v i: k au N k
kaffibrúsa	k_h a f I p r u s a
tengdapabbi	t_h ei N t a p_h a p I
fóta	f ou: t a
ávísað	au: v i s a D
gala	k a: l a
fermingarkjólar	f E r m i N k a r_0 c_h ou l a r
glitta	k l I h t a
sígaunar	s i: k 9i n a r
kvenna	k_h v E n a
síberíu	s i: p E r i j Y
markaðshlutdeild	m a r_0 k a D s l_0 Y t ei l t
ráku	r au: k Y
svipað	s v I: p a D
fullreynt	f Y t l r ei n_0 t
cook	k_h u k
björgvinsson	p j 9 r k v I n s O n
sektin	s E x t I n
fylgismenn	f I l c I s m E n
kór	k_h ou: r
sönnunarbyrði	s 9 n Y n a r_0 p I r D I
bræða	p r ai: D a
sambandi	s a m p a n t I
undanskildu	Y n t a n s c I l t Y
jeremy	t j E: r E m i
hnénu	n_0 j E: n Y
langframa	l au N k f r a m a
burði	p Y r D I
járnbrautarteinunum	j au r t n_0 p r 9i t a r_0 t_h ei n O n Y m
útsvarið	u: t s v a r I D
prjónlesi	p_h r j ou n l E s I
nefnast	n E p n a s t
aek	a: E k_h au
amfetamín	a m f E t a m i n
hellu	h E t l Y
skorpu	s k O r_0 p Y
hveitibollum	k_h v ei: t I p O l Y m
starting	s t a r_0 t i N
sígarettuveski	s i: k a r E h t Y v E s c I
vestanhafs	v E s t a n h a f s
þætti	T ai h t I
notkun	n O t k Y n
mosfellsdal	m O: s f E l s t a l
vopnin	v O h p n I n
alma	a l m a
markaðsvirði	m a r_0 k a D s v I r D I
þyngdarhruni	T i N t a r_0 Y n I
rafsígarettu	r a f s i k a r E h t Y
klappaði	k_h l a h p a D I
þokkalegt	T O h k a l E x t
fólkið	f ou l_0 c I D
gallapils	k a l a p_h I l s
andstyggilegur	a n t s t I c I l E G Y r
brids	p r I t s
brilleraðir	p r I l E r a D I r
strangtrúuðu	s t r au N k t_h r u Y D Y
áskynja	au: s c I n j a
landhelgisgæslan	l a n t h E l c I s c ai s t l a n
images	I m E t s E s
ástatt	au: s t a h t
dreifði	t r ei v D I
stuðningsmennirnir	s t Y D n i N s m E n I r t n I r
sunnuhlíð	s Y n Y l_0 i D
kommúnistaflokkur	k_h O m u n I s t a f l O h k Y r
flóðu	f l ou: D Y
dumber	t 9 m E r
hæð	h ai: D
subject	s 9 p t j E x t
bókasafnið	p ou: k a s a p n I D
tilkynninguna	t_h I l c_h I n i N k Y n a
widgets	v I t s j E t s
year's	j i: r s
ráðstöfunarfé	r au D s t 9 v Y n a r_0 f j E
fjölkunnugur	f j 9 l k_h Y n Y G Y r
lille	l I l
ógnaði	ou k n a D I
hull	h Y t l
óhlýðni	ou: l_0 i D n I
sumarbústaður	s Y: m a r p u s t a D Y r
tolldu	t_h O l t Y
konráðsdóttir	k_h O n r au D s t ou h t I r
júlíussyni	j u: l i j Y s I n I
heilbrigðisráðuneyti	h ei l p r I G D I s r au D Y n ei t I
fjöldamorðingi	f j 9 l t a m O r D i J c I
knattspyrnusambandsins	k_h n a h t s p I r t n Y s a m p a n t s I n s
pool	p_h u l
kvæði	k_h v ai: D I
trillukarl	t_h r I l Y k_h a r t l_0
klikkaði	k_h l I h k a D I
reid	r i: t
íslandsmeistarans	i s t l a n t s m ei s t a r a n s
greinst	k r ei n s t
she	s j i:
kollegana	k_h O l E k a n a
vasann	v a: s a n
ræst	r ai s t
sígarettusjálfsalar	s i: k a r E h t Y s j au l f s a l a r
rúllukragar	r u l Y k_h r a G a r
yfirskattanefnd	I: v I r_0 s k a h t a n E m t
sigrað	s I G r a D
kynlíf	c_h I n l i v
þurfa	T Y r v a
minnum	m I n Y m
drolluðuð	t r O t l Y D Y D
aukningar	9i h k n i N k a r
fundirnir	f Y n t I r t n I r
denn	t E n
gróa	k r ou: a
óðum	ou: D Y m
eflast	E p l a s t
hlutafélagaskrá	l_0 Y: t a f j E l a G a s k r au
fáu	f au: Y
miðjarðarhafi	m I D j a r D a r_0 h a v I
fyrirmæli	f I: r I r m ai l I
leigjenda	l ei j E n t a
kenny	c_h E n i
hlaupanótan	l_0 9i: p a n ou t a n
ónefndum	ou: n E m t Y m
streptókokka	s t r E f t ou k_h O h k a
mumma	m Y m a
alþingiskosningar	a l T i J c I s k_h O s t n i N k a r
staðfestur	s t a D f E s t Y r
sigurjónsson	s I: G Y r j ou n s O n
landssamtaka	l a n t s a m t_h a k a
kollugerðisengi	k_h O t l Y c E r D I s ei J c I
fjósagallarnir	f j ou: s a k a l a r t n I r
getnaðarvarnarpillur	c E h t n a D a r v a r t n a r_0 p_h I l Y r
fræða	f r ai: D a
landslag	l a n t s t l a G
lyfjafyrirtæki	l I v j a f I r I r_0 t_h ai c I
boxkvöldi	p O k s k_h v 9 l t I
veigamiklum	v ei: G a m I h k l Y m
þíns	T i n s
handriti	h a n t r I t I
ertnislega	E r_0 t n I s t l E G a
ríkis	r i: c I s
fjölmargir	f j 9 l m a r c I r
brass	p r a s
saka	s a: k a
hrökkbrauð	r_0 9 h k p r 9i D
forustuþjóða	f O: r Y s t Y T j ou D a
television	t_h E l E v I s j O n
heimafólk	h ei: m a f ou l_0 k
lands	l a n t s
carter	k_h a r_0 t E r
fagotttónleika	f a: k O h t_h ou n l ei k a
skorti	s k O r_0 t I
víkur	v i: k Y r
gallona	k a l O n a
glápir	k l au: p I r
hallur	h a t l Y r
skoraði	s k O: r a D I
skáldsagan	s k au l t s a G a n
uppgötvuðu	Y h p k 9 t v Y D Y
umferðina	Y m f E r D I n a
kyrillískum	c_h I: r I l i s k Y m
gallaðra	k a t l a D r a
eignarnáms	ei k n a r n au m s
lánveitingar	l au n v ei t i N k a r
ágreiningur	au: k r ei n i N k Y r
all	a t l_0
búningi	p u: n i J c I
námsefni	n au m s E p n I
vilhjálm	v I l C au l m
lotið	l O: t I D
mickelson	m I h k E l s O n
tíminn	t_h i: m I n
fígúrunum	f i: k u r O n Y m
reyni	r ei: n I
fjárlögin	f j au r l 9i j I n
skrolli	s k r O l I
héngu	C ei N k Y
norðurlandi	n O r D Y r l a n t I
soninn	s O: n I n
ofur	O: v Y r
tata	t_h a t a
budapest	p u: t a p_h E s t
sjónarhóli	s j ou: n a r_0 h ou l I
stuttmynd	s t Y h t m I n t
verklagsreglur	v E r_0 k l a x s r E k l Y r
bernskuheimili	p E r n s k Y h ei m I l I
dating	t ei: t i N
skammta	s k a m_0 t a
sekur	s E: k Y r
tangóum	t_h a N k ou Y m
bókmenntaverk	p ou k m E n_0 t a v E r_0 k
kynferðislegri	c_h I n f E r D I s t l E G r I
stíllinn	s t i t l I n
dómstólinn	t ou m s t ou l I n
vesturgötu	v E s t Y r k 9 t Y
vítateig	v i: t a t_h ei G
haf	h a: v
deiluaðilar	t ei: l Y a D I l a r
skrifum	s k r I: v Y m
granda	k r a n t a
kjarvalsstofu	c_h a r v a l s t O v Y
mikilfenglegum	m I: c I l f ei N k l E G Y m
styttra	s t I h t r a
ólykt	ou: l I x t
vatnsdeigsbollan	v a s t ei x s p O l a n
skuldsetning	s k Y l t s E h t n i N k
ævintýrum	ai: v I n t_h i r Y m
miða	m I: D a
lögfræðing	l 9 x f r ai D i N k
læti	l ai: t I
pulsunnar	p_h Y l s Y n a r
vekja	v E: c a
ticket	t_h I h k E t
eitra	ei: t r a
ræðutíma	r ai: D Y t_h i m a
kjagaði	c_h a: G a D I
horfum	h O r v Y m
ákveðnari	au: k_h v E D n a r I
skilgreind	s c I l k r ei n t
menningarríkja	m E n i N k a r i c a
omegle	ou m E k u l
framleiðni	f r a m l ei D n I
fertugt	f E r_0 t Y x t
sjónvarpskort	s j ou n v a r_0 p s k_h O r_0 t
hreinskiptin	r_0 ei n s c I f t I n
afborgana	a v p O r k a n a
lögfræðingur	l 9 x f r ai D i N k Y r
hrópar	r_0 ou: p a r
feel	f i: l
lögreglumanni	l 9 G r E k l Y m a n I
aura	9i: r a
áætlunin	au: ai h t l Y n I n
fagur	f a: G Y r
breytinganna	p r ei: t i N k a n a
skurður	s k Y r D Y r
suðaustanátt	s Y: D 9i s t a n au h t
úrvalsdeildarliðsins	u r v a l s t ei l t a r l I D s I n s
kött	k_h 9 h t
framkvæmir	f r a m k_h v ai m I r
ræktunar	r ai x t Y n a r
gagnleg	k a k n l E G
tilbeiðsla	t_h I l p ei D s t l a
móðurfélag	m ou: D Y r_0 f j E l a G
skeyti	s c ei: t I
kartöflumauki	k_h a r_0 t 9 p l Y m 9i c I
rekstrarkostnaður	r E k s t r a r_0 k_h O s t n a D Y r
kökur	k_h 9: k Y r
gagnrýnin	k a k r i n I n
veist	v ei s t
atvinnumenn	a: t v I n Y m E n
lækjum	l ai: c Y m
heilsan	h ei l s a n
meðfæddri	m E D f ai t r I
sykurinn	s I: k Y r I n
ríkisreikningi	r i: c I s r ei h k n i J c I
óumdeild	ou: Y m t ei l t
nord	n O r t
fornsögum	f O r t n_0 s 9 G Y m
reason	r i: s O n
biskupstungum	p I s k Y p s t_h u N k Y m
árna	au r t n a
vandinn	v a n t I n
tungur	t_h u N k Y r
hæsti	h ai s t I
lagabreyting	l a: G a p r ei t i N k
siðanefndar	s I: D a n E m t a r
guðbrandsdóttir	k v Y D p r a n t s t ou h t I r
spöl	s p 9: l
glettinn	k l E h t I n
tilraunastarfsemina	t_h I l r 9i n a s t a r f s E m I n a
matvörumarkaði	m a: t v 9 r Y m a r_0 k a D I
öryggisráðið	9: r I c I s r au D I D
blaðamannsins	p l a: D a m a n s I n s
spænskum	s p ai n s k Y m
saxa	s a k s a
albert	a l p E r_0 t
slæmu	s t l ai: m Y
virkilega	v I r_0 c I l E G a
frakkinn	f r a h c I n
reikningsskilavenju	r ei h k n i N s c I l a v E n j Y
vettlingur	v E h t l i N k Y r
leiðtogarnir	l ei D t_h O G a r t n I r
verðið	v E r D I D
frumættleiða	f r Y: m ai h t l ei D a
skrefi	s k r E: v I
hsu	h au: E s Y
umhverfisráðuneyti	Y m k_h v E r v I s r au D Y n ei t I
dulspekikokkurinn	t Y l s p E c I k_h O h k Y r I n
þjófar	T j ou: v a r
fáein	f au: ei n
begga	p E k a
feli	f E: l I
what's	v O t s
hannesar	h a n E s a r
líma	l i: m a
vaktinni	v a x t I n I
gesta	c E s t a
hauksdóttir	h 9i k s t ou h t I r
sjórinn	s j ou: r I n
skipholti	s c I p h O l_0 t I
hikaði	h I: k a D I
laugardalslaug	l 9i: G a r_0 t a l s t l 9i G
illkvittni	I t l_0 k_h v I h t n I
opnunarkeppni	O h p n Y n a r_0 c_h E h p n I
frændur	f r ai n t Y r
weather	v E: D E r
miðstýringu	m I D s t i r i N k Y
helenu	h E: l E n Y
lögreglumanninn	l 9 G r E k l Y m a n I n
mosi	m O: s I
visible	v I s I p u l
bænastund	p ai: n a s t Y n t
expo	E k s p ou
katastrófuna	k_h a: t a s t r ou f Y n a
kræktu	k_h r ai x t Y
áfengis	au: f ei J c I s
fyrradag	f I r a t a G
sunnudagsmorgnum	s Y n Y t a x s m O r t n Y m
sjónvarpsskjánum	s j ou n v a r_0 p s c au n Y m
borgarmarkanna	p O r k a r m a r_0 k a n a
önn	9 n
fegurst	f E: G Y r_0 s t
notts	n O h t s
evrópusambandsins	E v r ou p Y s a m p a n t s I n s
olíufélögin	O: l i j Y f j E l 9i j I n
pari	p_h a: r I
vinkona	v i N k_h O n a
hirt	h I r_0 t
vinnustaðnum	v I n Y s t a D n Y m
tæknilegu	t_h ai h k n I l E G Y
þórarins	T ou: r a r I n s
senegal	s E n E k a l
vitleysum	v I h t l ei s Y m
pillna	p_h I l n a
herðablað	h E r D a p l a D
dómstólnum	t ou m s t ou l n Y m
gylltri	c I l_0 t r I
vítið	v i: t I D
þingkosningarnar	T i N k_h O s t n i N k a r t n a r
upplagi	Y h p l ai j I
sendingin	s E n t i J c I n
heitins	h ei: t I n s
þorsteinsdóttur	T O r_0 s t ei n s t ou h t Y r
frjálslyndir	f r j au l s t l I n t I r
linköping	l I n s j 9 p i N
hjarta	C a r_0 t a
efnilega	E p n I l E G a
karabískahafsins	k_h a: r a p i s k a h a f s I n s
fyrrnefndum	f I r n E m t Y m
pylsurnar	p_h I l s Y r t n a r
notandinn	n O: t a n t I n
vann	v a n
handteknu	h a n t_h E h k n Y
tilkomu	t_h I l k_h O m Y
gabba	k a p a
greiddu	k r ei t Y
bakkafjöru	p a h k a f j 9 r Y
kappkosta	k_h a h p k_h O s t a
ritvélina	r I: t v j E l I n a
tryggingafélag	t_h r I c i N k a f j E l a G
virkari	v I r_0 k a r I
logar	l O: G a r
tabú	t_h a: p u
reynis	r ei: n I s
bæjardyrum	p ai j a r t I r Y m
hengi	h ei J c I
samir	s a: m i r
sérstaða	s j E r_0 s t a D a
tímatal	t_h i: m a t_h a l
páfann	p_h au: v a n
hliðsjónar	l_0 I D s j ou n a r
aðallega	a: D a l E G a
hljómleikum	l_0 j ou m l ei k Y m
andlitssnyrtingu	a n t l I t s t n I r_0 t i N k Y
ungra	u N k r a
alþingiskosningum	a l T i J c I s k_h O s t n i N k Y m
rós	r ou: s
pulis	p_h u: l I s
þallíum	T a l i j Y m
brenna	p r E n a
hjartans	C a r_0 t a n s
annarlegu	a n a r l E G Y
norðurárdal	n O r D Y r au r t a l
úrslitaleikurinn	u r_0 s t l I t a l ei k Y r I n
gal	k a: l
faðir	f a: D I r
altaristöfluna	a l_0 t a r I s t_h 9 p l Y n a
hverfunum	k_h v E r v O n Y m
hlýjar	l_0 i: j a r
safírar	s a: f i r a r
sagðir	s a G D I r
starfsemina	s t a r f s E m I n a
trilljónirnar	t_h r I l j ou n I r t n a r
þjóðarleiðtoga	T j ou: D a r l ei D t_h O G a
endurheimt	E n t Y r_0 h ei m_0 t
british	p r I h t I s
fyrning	f I r t n i N k
gústafsdóttir	k u s t a f s t ou h t I r
fyrirskrifað	f I: r I r_0 s k r I v a D
breytingartillögu	p r ei: t i N k a r_0 t_h I l 9 G Y
skagaströnd	s k a: G a s t r 9 n t
height	h ai: t
skatturinn	s k a h t Y r I n
svipuðum	s v I: p Y D Y m
byggist	p I c I s t
fasteignamarkaðinum	f a s t ei k n a m a r_0 k a D I n Y m
skúlagötu	s k u: l a k 9 t Y
starfsmannastjóri	s t a r f s m a n a s t j ou r I
maginn	m ai j I n
salmonelluna	s a l m O n E l Y n a
sofi	s O: v I
enni	E n I
veljum	v E l j Y m
pilta	p_h I l_0 t a
bani	p a: n I
endurbyggð	E n t Y r p I G D
viljayfirlýsing	v I l j a I v I r l i s i N k
aldurs	a l t Y r_0 s
húfu	h u: v Y
húsleitir	h u: s t l ei t I r
framhaldsstyrk	f r a m h a l t s t I r_0 k
konsertinn	k_h O n s E r_0 t I n
grandskoðaði	k r a n t s k O D a D I
loppunum	l O h p O n Y m
aðhyllast	a: T h I t l a s t
nágranninn	n au: k r a n I n
locker	l O h k E r
rúlluterta	r u l Y t_h E r_0 t a
flísgöllunum	f l i: s k 9 l O n Y m
mannskap	m a n s k a p
skeður	s c E: D Y r
fjallkonuna	f j a t l_0 k_h O n Y n a
style	s t ai: l
milljarðamæringurinn	m I l j a r D a m ai r i N k Y r I n
makes	m ei: k s
mögulegra	m 9: G Y l E G r a
management	m a: E t s m E n_0 t
svörum	s v 9: r Y m
samstarfsfyrirtæki	s a m s t a r f s f I r I r_0 t_h ai c I
landsfundur	l a n t s f Y n t Y r
tengdadóttir	t_h ei N t a t ou h t I r
lestarinnar	l E s t a r I n a r
friday	f r ai: t ei
reikningsskil	r ei h k n i N s c I l
auglýsingin	9i: G l i s i J c I n
stofnunina	s t O p n Y n I n a
oddaleik	O t a l ei k
fordóma	f O r t ou m a
meðvitundar	m E D v I t Y n t a r
smitten	s m I h t E n
vésteinn	v j E s t ei t n_0
klæða	k_h l ai: D a
jafnóðum	j a p n ou D Y m
miðjan	m I D j a n
skjóti	s c ou: t I
eyrnamergur	ei r t n a m E r k Y r
veitingahúsum	v ei: t i N k a h u s Y m
káradóttir	k_h au: r a t ou h t I r
tobias	t_h O p i j a s
kasper	k_h a s p E r
samstæðunnar	s a m s t ai D Y n a r
asa	a: s a
fylkja	f I l_0 c a
sjóveikispillur	s j ou: v ei c I s p I l Y r
heilbrigðiseftirlitið	h ei l p r I G D I s E f t I r l I t I D
rúllukrögum	r u l Y k_h r 9 G Y m
sjó	s j ou:
þrýstingurinn	T r i s t i N k Y r I n
skerðingum	s c E r D i N k Y m
eggi	E c I
leiftri	l ei f t r I
starf	s t a r v
spratt	s p r a h t
búsins	p u: s I n s
hjónum	C ou: n Y m
kolbrúnar	k_h O l p r u n a r
kominn	k_h O: m I n
skýrst	s c i r_0 s t
leggjunum	l E c O n Y m
pulsna	p_h Y l s t n a
íklædd	i: k_h l ai t
ungmennin	u N k m E n I n
skrollaðu	s k r O l a D Y
jafnréttis	j a p n_0 r j E h t I s
sjálfsögðum	s j au l f s 9 G D Y m
frystum	f r I s t Y m
velferð	v E l f E r D
hárra	h au r a
fjárhagsstaða	f j au r_0 h a x s t a D a
kröfunum	k_h r 9: v O n Y m
karríi	k_h a r i I
kyrrsetningu	c_h I r s E h t n i N k Y
reynslunnar	r ei n s t l Y n a r
ætluðu	ai h t l Y D Y
ferskur	f E r_0 s k Y r
bjugguð	p j Y k Y D
karafla	k_h a: r a f l a
bærum	p ai: r Y m
húsin	h u: s I n
monde	m O n t
nachos	n a t s j O s
frátöldum	f r au: t_h 9 l t Y m
ólíkt	ou: l i x t
ungur	u N k Y r
júllunni	j u l Y n I
leggöngin	l E G k 9i J c I n
birgisdóttir	p I r c I s t ou h t I r
seafood	s i: f u t
útigöllum	u: t I k 9 l Y m
myglu	m I k l Y
norræna	n O r ai n a
nöktu	n 9 x t Y
viðbyggingu	v I D p I c i N k Y
bali	p a: l I
guðnason	k v Y D n a s O n
félagslið	f j E: l a x s t l I D
öfund	9: v Y n t
sófasetta	s ou: f a s E h t a
klöngruðum	k_h l 9i N k r Y D Y m
bregða	p r E G D a
ríkasti	r i: k a s t I
framvísað	f r a m v i s a D
efnisatriðum	E p n I s a t r I D Y m
slagverk	s t l a G v E r_0 k
bógur	p ou: G Y r
tölvubréf	t_h 9 l v Y p r j E v
litháska	l I: t h au s k a
brauðmylsnu	p r 9i D m I l s t n Y
dúlli	t u l I
mjóhrygginn	m j ou r_0 I c I n
hjöllum	C 9 t l Y m
pólverjar	p_h ou l v E r j a r
þórunn	T ou: r Y n
úrvali	u r v a l I
sérhvert	s j E r k_h v E r_0 t
tilnefndir	t_h I l n E m t I r
hrafnkelsson	r_0 a p n_0 c_h E l s O n
geyma	c ei: m a
launavísitölu	l 9i: n a v i s I t_h 9 l Y
stefndu	s t E m t Y
sönnun	s 9 n Y n
raunhyggju	r 9i: n h I c Y
verkfallsstjórnar	v E r_0 k f a t l_0 s t j ou r t n a r
guðmundssonar	k v Y D m Y n t s O n a r
fjárfesta	f j au r_0 f E s t a
heimilisofbeldi	h ei: m I l I s O v p E l t I
tímaspursmál	t_h i: m a s p Y r_0 s m au l
litnum	l I h t n Y m
hafsteinsdóttir	h a f s t ei n s t ou h t I r
evrusvæðisins	E v r Y s v ai D I s I n s
pillu	p_h I l Y
kan	k_h a: n
fræðilegum	f r ai: D I l E G Y m
blóðugur	p l ou: D Y G Y r
skemur	s c E: m Y r
hitið	h I: t I D
skilvirk	s c I l v I r_0 k
mörkin	m 9 r_0 c I n
strympu	s t r I m_0 p Y
fæðinguna	f ai: D i N k Y n a
endalaust	E n t a l 9i s t
fötluðum	f 9 h t l Y D Y m
spítali	s p i: t a l I
áhrifamikill	au: r_0 I v a m I c I t l_0
dýflissa	t i p l I s a
laugaveginum	l 9i: G a v ei j I n Y m
vatnsleysuströnd	v a s t l ei s Y s t r 9 n t
why	v ai:
pfizer	f ai: s E r
frostmark	f r O s t m a r_0 k
seldir	s E l t I r
spyrna	s p I r t n a
yaya	j a: j a
stýrðu	s t i r D Y
millivigtarinnar	m I t l I v I x t a r I n a r
foringjarnir	f O: r i J c a r t n I r
silja	s I l j a
íbúða	i: p u D a
fölsku	f 9 l s k Y
laða	l a: D a
burn	p 9 r n
nótum	n ou: t Y m
tengdu	t_h ei N t Y
verkfræðingnum	v E r_0 k f r ai D i N n Y m
strauja	s t r 9i: j a
